Site ID:         	2014_DPC,                        

Instrument:      	EXT-            
No. of channels: 	 3
Sampling rate:    	 125 Hz

Start recording: 	08/05/15 10:49:00
End recording:   	08/05/15 11:19:00
Trace length:     	0h30'00''
Channel labels:  	NORTH SOUTH
                     	EAST WEST  
                     	UP DOWN    
                     






freq.          H/V            Std.Dev.       95%conf.int.   Vel.Ampl.Spec. Vel.Ampl.Spec. Vel.Ampl.Spec. Acc.Ampl.Spec. Acc.Ampl.Spec. Acc.Ampl.Spec. Disp.Amp.Spec. Disp.Amp.Spec. Disp.Amp.Spec.
     [Hz]                                                   NS [(mm/s)/Hz] EW [(mm/s)/Hz] UD [(mm/s)/Hz] NS[(mm/s2)/Hz] EW[(mm/s2)/Hz] UD[(mm/s2)/Hz]   NS [mm/Hz]     EW [mm/Hz]     UD [mm/Hz]
header_data_separation
0.0152587900	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0305175800	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0457763700	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0610351600	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0762939500	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0915527300	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.1068115000	1.7794175028	0.9835356510	0.0000000000	0.0000547503	0.0000181830	0.0000202764	0.0000367438	0.0000122029	0.0000136079	0.0000815809	0.0000270936	0.0000302130
0.1220703000	1.8494781185	1.5966042849	0.0000000000	0.0000259353	0.0000148629	0.0000163563	0.0000198922	0.0000113997	0.0000125451	0.0000338144	0.0000193782	0.0000213252
0.1373291000	1.5419271805	0.7684724352	0.0000000000	0.0000297962	0.0000219541	0.0000180338	0.0000257101	0.0000189434	0.0000155607	0.0000345317	0.0000254432	0.0000208999
0.1525879000	2.1221039457	0.9780206929	0.0000000000	0.0000448404	0.0000514828	0.0000231484	0.0000429902	0.0000493585	0.0000221932	0.0000467703	0.0000536985	0.0000241447
0.1678467000	2.7832477195	1.6442305788	0.0000000000	0.0000868509	0.0001029067	0.0000374714	0.0000915940	0.0001085267	0.0000395177	0.0000823534	0.0000975778	0.0000355310
0.1831055000	3.3353877188	1.7752888414	0.0000000000	0.0001429657	0.0001537497	0.0000476884	0.0001644800	0.0001768869	0.0000548648	0.0001242656	0.0001336390	0.0000414506
0.1983643000	2.7478260039	1.2318468252	0.0000000000	0.0001667367	0.0001692504	0.0000664563	0.0002078138	0.0002109469	0.0000828284	0.0001337790	0.0001357959	0.0000533203
0.2136230000	2.1543348931	1.1636560742	0.0000000000	0.0001782656	0.0001840216	0.0000952805	0.0002392740	0.0002469999	0.0001278887	0.0001328127	0.0001371011	0.0000709866
0.2288818000	1.9913549715	0.9706818951	0.0000000000	0.0001906698	0.0001884271	0.0001083007	0.0002742036	0.0002709784	0.0001557479	0.0001325839	0.0001310244	0.0000753078
0.2441406000	1.7037652880	0.7693730354	0.0000000000	0.0001676176	0.0001848034	0.0001098132	0.0002571221	0.0002834849	0.0001684513	0.0001092697	0.0001204731	0.0000715871
0.2593994000	1.6115233664	0.5460362038	0.0000000000	0.0001469324	0.0001811776	0.0001055366	0.0002394785	0.0002952931	0.0001720094	0.0000901506	0.0001111618	0.0000647522
0.2746582000	1.6746196165	0.7980701690	0.0000000000	0.0001350884	0.0001638496	0.0000973098	0.0002331258	0.0002827598	0.0001679302	0.0000782790	0.0000949452	0.0000563877
0.2899170000	1.6389915429	0.7359522310	0.0000000000	0.0001234998	0.0001398374	0.0000892507	0.0002249675	0.0002547281	0.0001625793	0.0000677973	0.0000767661	0.0000489957
0.3051758000	1.6768046805	0.7210884920	0.0000000000	0.0001175680	0.0001271088	0.0000811891	0.0002254338	0.0002437281	0.0001556781	0.0000613139	0.0000662897	0.0000423416
0.3204346000	1.7995990131	0.7301245958	0.0000000000	0.0001195908	0.0001279678	0.0000740247	0.0002407780	0.0002576439	0.0001490377	0.0000593989	0.0000635596	0.0000367670
0.3356934000	1.8231236593	0.5645032952	0.0000000000	0.0001225859	0.0001299134	0.0000711914	0.0002585611	0.0002740165	0.0001501587	0.0000581190	0.0000615930	0.0000337524
0.3509521000	1.8340926154	0.6274946102	0.0000000000	0.0001237826	0.0001299183	0.0000719469	0.0002729527	0.0002864826	0.0001586500	0.0000561348	0.0000589173	0.0000326276
0.3662109000	1.9199302447	0.6856073858	0.0000000000	0.0001391328	0.0001528564	0.0000812976	0.0003201405	0.0003517181	0.0001870634	0.0000604670	0.0000664312	0.0000353318
0.3814697000	1.9943819114	0.5725453818	0.0000000000	0.0002084399	0.0002538878	0.0001196597	0.0004995981	0.0006085296	0.0002868057	0.0000869643	0.0001059258	0.0000499238
0.3967285000	2.0824616627	0.4436252734	0.0000000000	0.0003475162	0.0004496201	0.0001926413	0.0008662601	0.0011207763	0.0004802006	0.0001394125	0.0001803734	0.0000772816
0.4119873000	2.1704961494	0.3668869440	0.0000000000	0.0004790266	0.0006325578	0.0002566781	0.0012400047	0.0016374343	0.0006644349	0.0001850529	0.0002443636	0.0000991574
0.4272461000	2.2479251300	0.3760832193	0.0000000000	0.0004983207	0.0006618713	0.0002594356	0.0013377252	0.0017767714	0.0006964461	0.0001856312	0.0002465560	0.0000966433
